,country,points,price,review_sentiment,variety
62327,37.0,87,40.0,-0.07,Nebbiolo
62328,38.0,87,18.0,0.21,Chardonnay
62329,37.0,87,60.0,-0.12,Nebbiolo
62330,36.0,87,13.0,0.44,Portuguese White
62331,39.0,87,11.0,0.13,Pinot Noir
62332,39.0,87,36.0,-0.11,Pinot Noir
62333,33.0,87,18.0,-0.02,White Blend
62334,38.0,87,36.78122437966355,0.06,Chardonnay
62335,31.0,87,27.0,0.28,Riesling
62336,36.0,87,14.0,0.18,Portuguese Red
62337,29.0,87,14.0,0.24,Sauvignon Blanc
62338,39.0,94,44.0,0.16,Syrah
62339,39.0,94,37.0,-0.06,Zinfandel
62340,36.0,94,70.0,0.1,Portuguese Red
62341,38.0,94,39.0,0.06,Sauvignon Blanc
62342,38.0,94,50.0,0.35,Sauvignon Blanc
62343,39.0,94,50.0,-0.08,Syrah
62344,39.0,94,30.0,0.07,Syrah
62345,39.0,94,52.0,0.0,Pinot Noir
62346,36.0,94,45.0,0.33,Portuguese Red
62347,39.0,94,120.0,0.12,Syrah
62348,39.0,93,97.0,0.44,Syrah
62349,39.0,93,85.0,-0.23,Syrah
62350,39.0,93,97.0,0.26,Red Blend
62351,39.0,93,39.0,0.44,Riesling
62352,38.0,93,35.0,0.46,Sauvignon Blanc
62353,38.0,93,65.0,0.27,Sauvignon Blanc
62354,39.0,93,75.0,0.39,Merlot
62355,39.0,93,80.0,0.03,Pinot Noir
62356,39.0,93,34.0,0.1,Merlot
62357,36.0,93,59.0,0.29,Portuguese Red
62358,38.0,93,90.0,0.34,Sauvignon Blanc
62359,39.0,93,34.0,0.37,Zinfandel
62360,37.0,93,50.0,0.12,Nebbiolo
62361,39.0,93,55.0,0.3,Chardonnay
62362,39.0,93,65.0,0.18,Pinot Noir
62363,39.0,89,18.0,0.22,Riesling
62364,38.0,89,36.0,0.26,Champagne Blend
62365,33.0,89,21.0,-0.01,Malbec
62366,33.0,89,25.0,0.1,Malbec
62367,33.0,89,29.0,0.24,Malbec
62368,38.0,89,59.0,0.12,Champagne Blend
62369,38.0,89,20.0,0.19,Rosé
62370,38.0,89,36.78122437966355,0.1,Sauvignon Blanc
62371,33.0,89,20.0,0.1,Malbec
62372,35.0,89,20.0,-0.02,Cabernet Sauvignon
62373,33.0,89,30.0,0.08,Cabernet Franc
62374,38.0,89,36.78122437966355,0.47,Chardonnay
62375,39.0,89,25.0,0.11,Tempranillo
62376,33.0,89,32.0,0.29,Pinot Noir
62377,39.0,89,38.0,0.22,Pinot Noir
62378,36.0,89,40.0,0.35,Sparkling Blend
62379,39.0,87,19.0,0.25,Rosé
62380,39.0,87,28.0,0.37,Syrah
62381,39.0,87,22.0,0.06,Rosé
62382,39.0,87,24.0,0.03,Riesling
62383,39.0,87,28.0,0.0,Cabernet Sauvignon
62384,39.0,87,25.0,0.15,White Blend
62385,39.0,87,14.0,0.15,Sauvignon Blanc
62386,37.0,87,49.0,-0.0,Nebbiolo
62387,39.0,87,20.0,0.09,Chardonnay
62388,37.0,87,100.0,-0.02,Nebbiolo
62389,38.0,87,14.0,0.31,Red Blend
62390,39.0,87,36.78122437966355,0.09,Pinot Noir
62391,39.0,87,25.0,0.25,Pinot Noir
62392,39.0,87,21.0,-0.13,Pinot Grigio
62393,39.0,87,19.0,0.1,Sauvignon Blanc
62394,39.0,87,35.0,-0.08,Cabernet Sauvignon
62395,39.0,87,20.0,0.29,Sauvignon Blanc
62396,39.0,87,14.0,0.3,Red Blend
62397,38.0,87,37.0,0.44,Bordeaux-style Red Blend
62398,29.0,92,60.0,0.13,Cabernet Sauvignon
62399,36.0,92,60.0,0.15,Portuguese Red
62400,39.0,92,110.0,0.13,Cabernet Sauvignon
62401,16.0,92,38.0,0.21,Syrah
62402,39.0,92,50.0,0.2,Pinot Noir
62403,36.0,92,30.0,0.23,Portuguese Red
62404,37.0,91,60.0,-0.05,Sangiovese
62405,39.0,91,54.0,-0.03,Pinot Noir
62406,37.0,91,16.0,0.15,Red Blend
62407,39.0,91,38.0,0.7,Chardonnay
62408,31.0,91,31.0,0.06,Riesling
62409,39.0,91,45.0,0.04,Cabernet Sauvignon
62410,39.0,91,17.0,0.03,Syrah
62411,33.0,91,23.0,0.04,Malbec
62412,39.0,91,25.0,0.28,Pinot Noir
62413,33.0,91,90.0,0.02,Cabernet Franc
62414,38.0,91,35.0,0.15,Sauvignon Blanc
62415,27.0,91,15.0,0.22,Syrah
62416,39.0,91,40.0,0.32,Chardonnay
62417,31.0,91,71.0,0.24,Riesling
62418,31.0,91,30.0,0.29,Riesling
62419,36.0,91,24.0,0.2,Portuguese Red
62420,38.0,83,21.0,0.11,Bordeaux-style Red Blend
62421,38.0,83,36.78122437966355,0.13,Sauvignon Blanc
62422,39.0,83,18.0,-0.09,Chardonnay
62423,39.0,83,27.0,0.02,Rosé
62424,33.0,83,13.0,-0.1,Chardonnay
62425,33.0,83,11.0,-0.16,Cabernet Sauvignon
62426,33.0,83,11.0,-0.22,Chardonnay
62427,39.0,83,20.0,0.32,Rosé
62428,38.0,83,22.0,0.0,Bordeaux-style White Blend
62429,36.0,83,7.0,0.23,Rosé
62430,39.0,83,11.0,0.39,White Blend
62431,38.0,83,36.78122437966355,0.0,Bordeaux-style White Blend
62432,39.0,83,15.0,0.27,Pinot Noir
62433,39.0,83,33.0,0.04,Syrah
62434,36.0,83,9.0,0.09,Portuguese White
62435,36.0,83,9.0,0.65,Rosé
62436,33.0,83,13.0,0.28,Malbec
62437,39.0,83,26.0,-0.3,Merlot
62438,39.0,83,18.0,0.15,Cabernet Franc
62439,36.0,83,36.78122437966355,0.39,Portuguese Red
62440,39.0,82,19.0,0.35,Riesling
62441,39.0,82,18.0,0.0,Cabernet Sauvignon
62442,29.0,93,45.0,0.09,Riesling
62443,39.0,93,85.0,0.11,Cabernet Sauvignon
62444,39.0,93,44.0,0.64,Pinot Noir
62445,39.0,93,50.0,0.0,Chardonnay
62446,39.0,93,46.0,0.29,Pinot Noir
62447,37.0,93,55.0,-0.16,Sangiovese
62448,39.0,93,42.0,0.24,Sparkling Blend
62449,34.0,92,40.0,0.27,Cabernet Sauvignon
62450,37.0,92,65.0,-0.1,Sangiovese
62451,39.0,92,33.0,0.39,Pinot Noir
62452,39.0,92,55.0,0.06,Pinot Noir
62453,37.0,92,118.0,-0.01,Red Blend
62454,39.0,92,35.0,0.1,Merlot
62455,39.0,92,65.0,0.3,Pinot Noir
62456,38.0,92,36.0,0.43,Riesling
62457,39.0,92,34.0,0.34,Pinot Noir
62458,37.0,92,45.0,-0.18,Sangiovese
62459,39.0,92,50.0,0.19,Syrah
62460,39.0,92,26.0,0.09,Sauvignon Blanc
62461,39.0,92,50.0,0.2,Pinot Noir
62462,37.0,92,53.0,0.0,Red Blend
62463,39.0,92,45.0,-0.03,Pinot Noir
62464,39.0,92,60.0,-0.04,Pinot Noir
62465,38.0,92,50.0,0.2,Pinot Gris
62466,38.0,92,50.0,0.15,Bordeaux-style Red Blend
62467,38.0,92,35.0,0.29,Bordeaux-style Red Blend
62468,38.0,92,36.78122437966355,0.07,Bordeaux-style Red Blend
62469,38.0,92,156.0,-0.09,Bordeaux-style Red Blend
62470,38.0,92,42.0,0.12,Bordeaux-style White Blend
62471,38.0,88,12.0,0.1,Bordeaux-style White Blend
62472,38.0,88,16.0,0.36,Bordeaux-style Red Blend
62473,38.0,88,35.0,0.13,Bordeaux-style Red Blend
62474,39.0,88,15.0,0.4,Riesling
62475,39.0,88,38.0,0.4,Merlot
62476,39.0,88,30.0,0.75,Syrah
62477,38.0,88,38.0,0.13,Bordeaux-style Red Blend
62478,38.0,88,36.78122437966355,0.36,Bordeaux-style White Blend
62479,39.0,88,36.78122437966355,-0.16,Pinot Noir
62480,37.0,88,24.0,0.08,Red Blend
62481,37.0,88,35.0,0.02,Sangiovese
62482,37.0,88,16.0,-0.16,Red Blend
62483,37.0,88,18.0,-0.08,Red Blend
62484,39.0,88,18.0,0.05,Red Blend
62485,37.0,88,19.0,0.29,Red Blend
62486,39.0,88,27.0,0.29,Merlot
62487,37.0,88,21.0,-0.03,Red Blend
62488,39.0,88,22.0,-0.05,Pinot Noir
62489,39.0,88,18.0,0.1,Rosé
62490,39.0,87,20.0,0.31,Riesling
62491,38.0,87,30.0,0.17,Pinot Noir
62492,37.0,87,23.0,-0.09,Red Blend
62493,30.0,87,20.0,0.16,Pinot Noir
62494,37.0,87,14.0,-0.14,Red Blend
62495,37.0,87,20.0,0.2,Sangiovese
62496,34.0,87,18.0,-0.1,Red Blend
62497,39.0,87,30.0,0.18,Riesling
62498,39.0,92,25.0,0.23,Riesling
62499,34.0,92,28.0,-0.13,Red Blend
62500,39.0,92,48.0,0.2,Syrah
62501,36.0,92,60.0,0.35,Portuguese Red
62502,34.0,92,50.0,0.08,Red Blend
62503,38.0,92,50.0,0.05,Bordeaux-style Red Blend
62504,38.0,92,60.0,-0.09,Bordeaux-style Red Blend
62505,38.0,92,24.0,0.35,Merlot
62506,36.0,92,50.0,0.29,Portuguese Red
62507,39.0,92,60.0,0.26,Cabernet Sauvignon
62508,33.0,92,39.0,-0.39,Malbec
62509,34.0,92,30.0,0.29,Tempranillo
62510,31.0,92,33.0,-0.03,Riesling
62511,31.0,92,92.0,-0.01,Riesling
62512,39.0,92,53.0,0.15,Cabernet Sauvignon
62513,39.0,92,36.0,0.26,Red Blend
62514,36.0,92,31.0,0.37,Portuguese Red
62515,39.0,92,70.0,0.25,Syrah
62516,38.0,92,22.0,0.04,Gamay
62517,39.0,92,47.0,0.26,Pinot Noir
62518,39.0,92,30.0,0.02,Pinot Noir
62519,33.0,92,40.0,0.12,Malbec
62520,39.0,92,22.0,0.09,Rhône-style Red Blend
62521,39.0,92,50.0,0.04,Pinot Noir
62522,38.0,92,25.0,0.15,Gamay
62523,39.0,92,55.0,0.06,Pinot Noir
62524,36.0,92,22.0,0.29,Portuguese Red
62525,38.0,93,36.78122437966355,0.14,Champagne Blend
62526,38.0,93,75.0,0.16,Champagne Blend
62527,38.0,93,128.0,0.21,Chardonnay
62528,39.0,93,40.0,0.2,Chardonnay
62529,39.0,93,75.0,0.05,Merlot
62530,38.0,93,70.0,0.36,Champagne Blend
62531,38.0,93,65.0,0.34,Champagne Blend
62532,33.0,93,36.78122437966355,0.48,Bordeaux-style Red Blend
62533,39.0,93,48.0,0.19,Cabernet Sauvignon
62534,39.0,93,42.0,0.17,Cabernet Sauvignon
62535,38.0,93,36.78122437966355,0.22,Champagne Blend
62536,39.0,93,38.0,0.17,Pinot Noir
62537,39.0,93,32.0,0.53,Riesling
62538,39.0,93,55.0,0.25,Cabernet Sauvignon
62539,38.0,93,103.0,0.12,Champagne Blend
62540,39.0,93,40.0,0.25,Cabernet Sauvignon
62541,38.0,93,95.0,0.2,Champagne Blend
62542,39.0,93,32.0,0.41,Chardonnay
62543,38.0,93,36.78122437966355,0.16,Champagne Blend
62544,38.0,93,120.0,0.08,Champagne Blend
62545,38.0,93,36.78122437966355,0.44,Champagne Blend
62546,39.0,93,42.0,0.12,Pinot Noir
62547,37.0,93,70.0,0.13,Sangiovese
62548,38.0,93,40.0,0.13,Sauvignon Blanc
62549,39.0,93,45.0,0.32,Syrah
62550,39.0,93,69.0,-0.04,Red Blend
62551,38.0,93,21.0,0.31,Chardonnay
62552,39.0,93,48.0,0.14,Pinot Noir
62553,39.0,93,58.0,0.01,Chardonnay
62554,39.0,93,78.0,0.07,Pinot Noir
62555,38.0,93,31.0,0.16,Sauvignon Blanc
62556,38.0,93,70.0,0.29,Chardonnay
62557,38.0,93,40.0,-0.05,Pinot Noir
62558,38.0,93,36.78122437966355,0.45,Chardonnay
62559,39.0,93,50.0,0.08,Chardonnay
62560,39.0,93,58.0,0.35,Pinot Noir
62561,38.0,93,109.0,0.27,Rhône-style Red Blend
62562,39.0,93,55.0,0.02,Pinot Noir
62563,38.0,93,140.0,0.06,Pinot Noir
62564,38.0,93,160.0,-0.12,Chardonnay
62565,37.0,93,55.0,-0.12,Sangiovese
62566,37.0,93,100.0,0.35,Sangiovese
62567,39.0,93,39.0,0.23,Sangiovese
62568,37.0,93,133.0,-0.0,Sangiovese
62569,37.0,93,63.0,0.01,Sangiovese
62570,39.0,93,135.0,0.13,Cabernet Sauvignon
62571,39.0,82,28.0,-0.0,Red Blend
62572,39.0,82,28.0,0.05,Zinfandel
62573,39.0,82,29.0,-0.15,Red Blend
62574,39.0,82,24.0,-0.14,Malbec
62575,39.0,82,20.0,-0.1,Pinot Noir
62576,35.0,82,12.0,-0.06,Sauvignon Blanc
62577,39.0,82,30.0,0.15,Red Blend
62578,35.0,82,11.0,0.28,Gewürztraminer
62579,39.0,82,24.0,-0.22,Rhône-style Red Blend
62580,39.0,82,15.0,0.31,White Blend
62581,37.0,82,36.78122437966355,-0.08,Sparkling Blend
62582,39.0,82,24.0,-0.12,Cabernet Franc
62583,39.0,82,24.0,0.0,Chardonnay
62584,39.0,82,18.0,-0.05,Nebbiolo
62585,39.0,81,12.0,0.35,White Blend
62586,39.0,81,26.0,0.11,Cabernet Franc
62587,35.0,81,18.0,0.16,Chardonnay
62588,39.0,81,25.0,0.18,Malbec
62589,39.0,80,20.0,-0.11,Chardonnay
62590,39.0,90,60.0,-0.06,Chardonnay
62591,39.0,90,25.0,0.43,Chardonnay
62592,39.0,90,38.0,0.18,Chardonnay
62593,39.0,90,50.0,0.1,Pinot Noir
62594,39.0,90,75.0,0.02,Bordeaux-style Red Blend
62595,39.0,90,28.0,0.22,Red Blend
62596,39.0,90,65.0,0.01,Pinot Noir
62597,39.0,90,42.0,0.2,Pinot Noir
62598,39.0,90,40.0,0.1,Pinot Noir
62599,39.0,90,50.0,0.12,Rosé
62600,27.0,90,18.0,0.01,Merlot
62601,38.0,90,20.0,0.16,Pinot Noir
62602,38.0,90,25.0,0.2,Sauvignon Blanc
62603,38.0,90,30.0,0.21,Sauvignon Blanc
62604,31.0,90,33.0,-0.02,Riesling
62605,39.0,90,75.0,0.22,Merlot
62606,39.0,90,28.0,0.06,Pinot Noir
62607,39.0,90,46.0,-0.01,Pinot Noir
62608,39.0,90,39.0,0.07,Pinot Noir
62609,39.0,90,14.0,0.44,Pinot Gris
62610,39.0,90,15.0,0.51,Riesling
62611,36.0,90,16.0,0.27,Portuguese White
62612,39.0,90,25.0,-0.03,Syrah
62613,33.0,90,25.0,-0.06,Cabernet Sauvignon
62614,39.0,90,40.0,0.16,Chardonnay
62615,39.0,86,25.0,0.29,Cabernet Sauvignon
62616,37.0,86,12.0,-0.03,Sangiovese
62617,39.0,86,9.0,0.11,Cabernet Sauvignon
62618,39.0,86,9.0,0.49,Sauvignon Blanc
62619,37.0,86,10.0,-0.04,Pinot Grigio
62620,39.0,86,20.0,0.13,Sauvignon Blanc
62621,39.0,86,15.0,-0.08,Merlot
62622,34.0,85,7.0,0.35,White Blend
62623,39.0,85,22.0,0.15,Chardonnay
62624,38.0,85,9.0,0.26,Bordeaux-style White Blend
62625,39.0,85,22.0,-0.12,Sangiovese
62626,39.0,85,19.0,0.27,Merlot
62627,39.0,85,19.0,0.2,Sangiovese
62628,39.0,85,12.0,0.5,Pinot Grigio
62629,39.0,85,14.0,0.42,Chardonnay
62630,39.0,85,12.0,0.7,Sauvignon Blanc
62631,39.0,85,21.0,0.0,Cabernet Sauvignon
62632,39.0,85,12.0,-0.03,Sauvignon Blanc
62633,34.0,85,9.0,0.05,White Blend
62634,39.0,85,18.0,0.12,Cabernet Franc
62635,29.0,85,25.0,0.03,Pinot Noir
62636,29.0,85,13.0,0.22,Red Blend
62637,39.0,88,15.0,0.14,Riesling
62638,39.0,88,36.78122437966355,0.09,Sauvignon Blanc
62639,39.0,88,22.0,0.24,Chardonnay
62640,39.0,88,22.0,0.12,Pinot Gris
62641,38.0,88,42.0,0.38,Chardonnay
62642,34.0,88,18.0,0.1,Sparkling Blend
62643,39.0,88,40.0,0.16,Rosé
62644,38.0,88,20.0,0.42,Chardonnay
62645,34.0,88,16.0,0.08,Tempranillo
62646,34.0,88,20.0,0.22,Red Blend
62647,39.0,88,16.0,0.04,Red Blend
62648,39.0,88,39.0,0.15,Rhône-style Red Blend
62649,37.0,88,121.0,-0.11,Nebbiolo
62650,38.0,88,36.78122437966355,0.22,Pinot Noir
62651,38.0,88,42.0,0.19,Chardonnay
62652,37.0,88,50.0,-0.12,Nebbiolo
62653,38.0,88,22.0,0.51,Gamay
62654,38.0,88,16.0,0.29,Chardonnay
62655,38.0,88,45.0,-0.03,Pinot Noir
62656,38.0,88,24.0,0.29,Pinot Noir
62657,38.0,88,25.0,0.33,Chardonnay
62658,39.0,88,19.0,0.5,Chardonnay
62659,39.0,88,26.0,0.03,Bordeaux-style Red Blend
62660,39.0,88,10.0,0.49,Merlot
62661,39.0,88,35.0,0.45,Syrah
62662,38.0,85,36.0,-0.11,Merlot
62663,38.0,85,21.0,0.02,Bordeaux-style Red Blend
62664,38.0,85,15.0,0.27,Rosé
62665,33.0,85,17.0,-0.22,Malbec
62666,38.0,85,21.0,0.2,Sauvignon Blanc
62667,38.0,85,13.0,0.09,Sauvignon Blanc
62668,38.0,85,24.0,0.04,Sauvignon Blanc
62669,38.0,85,19.0,0.38,Bordeaux-style Red Blend
62670,33.0,85,13.0,0.07,Malbec
62671,38.0,85,14.0,0.28,Bordeaux-style White Blend
62672,38.0,85,15.0,0.0,Bordeaux-style Red Blend
62673,39.0,85,65.0,-0.12,Pinot Noir
62674,39.0,85,37.0,0.4,Cabernet Sauvignon
62675,39.0,85,24.0,-0.04,Pinot Noir
62676,33.0,85,19.0,-0.5,Chardonnay
62677,36.0,85,12.0,0.3,Portuguese White
62678,39.0,85,22.0,0.23,Chardonnay
62679,39.0,85,25.0,0.28,Sauvignon Blanc
62680,38.0,85,24.0,0.33,Sauvignon Blanc
62681,39.0,85,26.0,0.12,Zinfandel
62682,39.0,85,22.0,-0.1,Pinot Gris
62683,38.0,85,14.0,0.54,Rosé
62684,34.0,85,30.0,-0.03,Red Blend
62685,38.0,85,36.78122437966355,0.37,Rosé
62686,34.0,86,10.0,-0.0,Tempranillo
62687,37.0,86,30.0,-0.2,Red Blend
62688,37.0,86,29.0,0.1,Red Blend
62689,39.0,86,20.0,-0.08,Red Blend
62690,37.0,86,40.0,-0.08,Red Blend
62691,35.0,86,13.0,-0.19,Rosé
62692,35.0,86,10.0,-0.05,Merlot
62693,39.0,86,40.0,0.06,Malbec
62694,39.0,86,16.0,0.11,Cabernet Sauvignon
62695,38.0,86,18.0,-0.07,Rhône-style Red Blend
62696,37.0,86,30.0,-0.07,Red Blend
62697,38.0,86,13.0,-0.06,Malbec
62698,39.0,86,28.0,0.24,Merlot
62699,39.0,86,15.0,0.08,Rosé
62700,38.0,86,12.0,0.3,White Blend
62701,39.0,86,42.0,0.14,Syrah
62702,39.0,86,23.0,-0.03,Rhône-style Red Blend
62703,39.0,86,22.0,0.23,Chardonnay
62704,34.0,86,49.0,-0.2,Red Blend
62705,38.0,86,14.0,0.27,Malbec
62706,38.0,86,17.0,0.3,Rosé
62707,38.0,86,13.0,0.24,Rosé
62708,38.0,86,16.0,0.27,Malbec
62709,38.0,86,18.0,0.04,Red Blend
62710,34.0,86,12.0,0.19,Rosé
62711,39.0,86,48.0,0.23,Pinot Noir
62712,37.0,87,19.0,0.35,Red Blend
62713,33.0,87,18.0,0.23,Malbec
62714,33.0,87,8.0,0.36,Malbec
62715,33.0,87,18.0,0.31,Cabernet Sauvignon
62716,39.0,87,26.0,0.25,Pinot Noir
62717,29.0,87,50.0,0.31,Bordeaux-style Red Blend
62718,29.0,87,18.0,0.25,Sauvignon Blanc
62719,39.0,87,30.0,-0.08,Chardonnay
62720,33.0,87,18.0,-0.05,Malbec
62721,39.0,87,38.0,0.07,Pinot Noir
62722,39.0,87,21.0,0.48,Chardonnay
62723,33.0,87,13.0,0.28,Chardonnay
62724,39.0,87,45.0,-0.16,Cabernet Sauvignon
62725,39.0,87,35.0,0.23,Red Blend
62726,39.0,87,22.0,0.29,Merlot
62727,39.0,94,78.0,0.08,Pinot Noir
62728,39.0,94,60.0,0.05,Pinot Noir
62729,39.0,94,48.0,0.07,Chardonnay
62730,39.0,94,45.0,0.23,Pinot Noir
62731,39.0,94,65.0,0.05,Bordeaux-style Red Blend
62732,39.0,94,55.0,0.03,Cabernet Sauvignon
62733,39.0,94,52.0,0.51,Pinot Noir
62734,39.0,94,140.0,0.26,Cabernet Sauvignon
62735,39.0,94,65.0,0.26,Pinot Noir
62736,39.0,94,59.0,0.27,Pinot Noir
62737,39.0,94,36.0,0.46,Pinot Noir
62738,39.0,94,60.0,0.39,Cabernet Franc
62739,39.0,94,125.0,0.0,Cabernet Sauvignon
62740,39.0,94,42.0,0.19,Chardonnay
62741,39.0,94,68.0,0.14,Pinot Noir
62742,39.0,94,175.0,0.14,Cabernet Sauvignon
62743,39.0,94,86.0,-0.09,Pinot Noir
62744,39.0,94,75.0,0.25,Sparkling Blend
62745,39.0,94,58.0,-0.03,Pinot Noir
62746,39.0,94,65.0,0.2,Pinot Noir
62747,38.0,94,48.0,-0.04,Riesling
62748,38.0,94,80.0,0.14,Pinot Gris
62749,39.0,94,62.0,0.04,Chardonnay
62750,39.0,94,25.0,0.11,Gewürztraminer
62751,38.0,94,48.0,0.2,Riesling
62752,38.0,94,80.0,0.31,Riesling
62753,39.0,94,60.0,0.74,Pinot Noir
62754,38.0,94,55.0,-0.13,Malbec
62755,39.0,94,74.0,0.26,Chardonnay
62756,39.0,81,45.0,-0.15,Red Blend
62757,39.0,81,25.0,0.15,Chardonnay
62758,33.0,80,10.0,0.21,Malbec
62759,33.0,80,15.0,0.0,Syrah
62760,39.0,80,40.0,-0.25,Red Blend
62761,39.0,80,8.0,0.02,Cabernet Sauvignon
62762,33.0,80,10.0,0.23,Pinot Grigio
62763,39.0,80,15.0,0.05,Cabernet Sauvignon
62764,39.0,80,15.0,0.2,Zinfandel
62765,39.0,80,20.0,-0.2,Red Blend
62766,39.0,80,23.0,0.06,Red Blend
62767,39.0,80,17.0,0.35,Syrah
62768,35.0,80,9.0,-0.03,Chardonnay
62769,39.0,80,12.0,-0.38,Zinfandel
62770,37.0,99,250.0,0.34,Merlot
62771,37.0,98,175.0,0.55,Red Blend
62772,37.0,97,190.0,0.21,Red Blend
62773,37.0,97,100.0,0.49,Merlot
62774,37.0,96,105.0,0.38,Cabernet Franc
62775,37.0,96,98.0,0.3,Sangiovese
62776,34.0,96,303.0,0.24,Tempranillo
62777,37.0,96,170.0,0.24,Red Blend
62778,37.0,95,93.0,0.15,Red Blend
62779,37.0,95,70.0,0.04,Sangiovese
62780,37.0,95,66.0,-0.01,Red Blend
62781,37.0,95,140.0,0.1,Red Blend
62782,37.0,95,79.0,0.26,Red Blend
62783,37.0,95,50.0,0.53,Red Blend
62784,39.0,84,8.0,0.39,Merlot
62785,39.0,84,10.0,0.22,Merlot
62786,39.0,84,11.0,0.17,Red Blend
62787,39.0,84,20.0,0.29,Cabernet Sauvignon
62788,33.0,84,22.0,0.21,Malbec
62789,29.0,84,13.0,0.05,Chardonnay
62790,33.0,84,9.0,0.29,Chardonnay
62791,38.0,84,16.0,0.34,Chardonnay
62792,39.0,84,16.0,0.34,Cabernet Sauvignon
62793,39.0,84,75.0,0.03,Cabernet Sauvignon
62794,39.0,84,28.0,-0.12,Rhône-style Red Blend
62795,39.0,84,17.0,0.05,Red Blend
62796,35.0,84,10.0,-0.01,Cabernet Sauvignon
62797,37.0,84,13.0,0.13,White Blend
62798,30.0,84,11.0,0.18,Chardonnay
62799,30.0,84,20.0,0.4,Pinot Noir
62800,39.0,84,8.0,0.08,Chardonnay
62801,39.0,84,8.0,0.12,Merlot
62802,39.0,84,25.0,0.46,Syrah
62803,39.0,84,30.0,0.36,Bordeaux-style Red Blend
62804,19.0,84,75.0,0.12,Cabernet Franc
62805,38.0,85,11.0,0.29,Rosé
62806,38.0,85,19.0,0.4,Rosé
62807,33.0,85,15.0,-0.13,Red Blend
62808,39.0,85,15.0,0.0,Chardonnay
62809,38.0,85,15.0,0.22,Rosé
62810,39.0,85,18.0,0.1,Rosé
62811,30.0,85,13.0,0.39,Sauvignon Blanc
62812,39.0,85,30.0,0.05,Cabernet Sauvignon
62813,39.0,85,12.0,-0.1,Cabernet Sauvignon
62814,39.0,85,25.0,0.19,Chardonnay
62815,30.0,85,16.0,0.0,Sauvignon Blanc
62816,39.0,85,65.0,0.29,Cabernet Sauvignon
62817,34.0,85,13.0,0.21,Tempranillo
62818,38.0,85,16.0,0.34,Rosé
62819,38.0,85,12.0,0.52,Sauvignon Blanc
62820,39.0,85,38.0,0.05,Zinfandel
62821,38.0,85,14.0,0.22,Rosé
62822,34.0,85,18.0,-0.07,Cabernet Sauvignon
62823,39.0,85,15.0,0.12,Cabernet Sauvignon
62824,38.0,85,12.0,0.57,Rosé
62825,38.0,85,13.0,0.22,Sauvignon Blanc
62826,39.0,88,13.0,0.02,Riesling
62827,38.0,88,15.0,0.54,Gewürztraminer
62828,39.0,88,28.0,0.3,Malbec
62829,39.0,88,15.0,0.35,Red Blend
62830,37.0,88,18.0,0.07,Red Blend
62831,38.0,88,17.0,0.3,Pinot Gris
62832,39.0,88,40.0,0.3,Chardonnay
62833,39.0,88,17.0,0.02,White Blend
62834,39.0,88,25.0,-0.2,Cabernet Sauvignon
62835,36.0,88,11.0,0.27,Portuguese Red
62836,35.0,88,28.0,-0.04,Syrah
62837,34.0,88,11.0,0.26,Chardonnay
62838,39.0,88,12.0,0.24,Pinot Grigio
62839,38.0,88,20.0,0.5,Gewürztraminer
62840,38.0,88,15.0,0.44,Gamay
62841,39.0,88,30.0,0.5,Merlot
62842,39.0,88,16.0,0.13,Pinot Grigio
62843,39.0,88,15.0,0.5,Chardonnay
62844,38.0,88,13.0,0.26,Gamay
62845,38.0,88,28.0,0.21,Riesling
62846,39.0,88,30.0,0.1,Sauvignon Blanc
62847,39.0,88,32.0,0.18,Cabernet Franc
62848,39.0,88,34.0,0.05,Syrah
62849,35.0,87,12.0,0.17,Pinot Noir
62850,39.0,87,15.0,0.18,Pinot Gris
62851,39.0,87,15.0,0.24,Sparkling Blend
62852,39.0,87,30.0,-0.07,Cabernet Sauvignon
62853,39.0,90,50.0,0.14,Cabernet Sauvignon
62854,37.0,90,60.0,-0.07,Nebbiolo
62855,31.0,90,23.0,0.04,Riesling
62856,39.0,90,48.0,0.09,Pinot Noir
62857,38.0,90,141.0,0.04,Chardonnay
62858,34.0,90,24.0,0.07,Tempranillo
62859,31.0,90,35.0,0.08,Riesling
62860,37.0,90,75.0,0.29,Nebbiolo
62861,38.0,90,55.0,0.36,Chardonnay
62862,39.0,90,55.0,0.1,Chardonnay
62863,37.0,90,38.0,0.12,Nebbiolo
62864,33.0,90,30.0,0.07,Malbec
62865,27.0,90,52.0,-0.17,Cabernet Sauvignon
62866,33.0,90,30.0,0.18,Malbec
62867,31.0,90,22.0,0.0,Riesling
62868,27.0,90,85.0,-0.11,Bordeaux-style Red Blend
62869,36.0,90,13.0,0.08,Portuguese Red
62870,39.0,90,15.0,0.11,Riesling
62871,39.0,90,50.0,-0.1,Pinot Noir
62872,37.0,90,160.0,0.09,Nebbiolo
62873,37.0,90,36.78122437966355,0.08,Nebbiolo
62874,37.0,90,36.78122437966355,0.18,Nebbiolo
62875,38.0,87,15.0,0.23,Rosé
62876,37.0,87,80.0,0.22,Red Blend
62877,39.0,87,10.0,0.16,Chardonnay
62878,37.0,87,300.0,-0.07,Red Blend
62879,39.0,87,45.0,0.31,Pinot Noir
62880,37.0,87,32.0,0.02,Red Blend
62881,39.0,87,35.0,-0.08,Chardonnay
62882,39.0,87,36.0,0.11,Pinot Noir
