,country,points,price,review_sentiment,variety
15207,37.0,87,22.0,-0.17,Red Blend
15208,39.0,87,19.0,0.13,Pinot Gris
15209,39.0,87,48.0,0.1,Pinot Noir
15210,39.0,87,24.0,-0.03,Chardonnay
15211,38.0,81,7.0,-0.05,Cabernet Sauvignon
15212,38.0,80,8.0,0.03,Cabernet Sauvignon
15213,30.0,80,16.0,0.35,Pinot Noir
15214,39.0,85,100.0,-0.21,Red Blend
15215,39.0,90,13.0,0.63,Riesling
15216,39.0,87,16.0,0.09,Merlot
15217,39.0,86,20.0,0.27,Pinot Gris
15218,39.0,86,45.0,-0.04,Red Blend
15219,39.0,82,7.0,-0.12,Riesling
15220,39.0,94,100.0,0.32,Bordeaux-style Red Blend
15221,39.0,93,48.0,0.1,Cabernet Sauvignon
15222,32.0,93,24.0,0.15,Riesling
15223,39.0,93,50.0,0.11,Chardonnay
15224,32.0,93,48.0,0.33,Riesling
15225,39.0,93,35.0,0.29,Chardonnay
15226,39.0,92,28.0,0.16,Merlot
15227,39.0,92,45.0,0.3,Chardonnay
15228,30.0,92,23.0,0.33,Riesling
15229,39.0,90,55.0,0.11,Pinot Noir
15230,39.0,90,38.0,0.31,White Blend
15231,39.0,90,43.0,-0.3,Zinfandel
15232,37.0,90,28.0,0.07,Red Blend
15233,38.0,90,30.0,0.1,Bordeaux-style Red Blend
15234,38.0,90,50.0,0.02,Bordeaux-style Red Blend
15235,38.0,90,36.78122437966355,0.19,Bordeaux-style Red Blend
15236,38.0,90,26.0,-0.08,Bordeaux-style Red Blend
15237,38.0,90,36.78122437966355,0.27,Bordeaux-style White Blend
15238,38.0,90,30.0,0.0,Bordeaux-style Red Blend
15239,38.0,90,35.0,-0.02,Bordeaux-style Red Blend
15240,38.0,90,28.0,-0.1,Bordeaux-style Red Blend
15241,38.0,90,20.0,0.07,Bordeaux-style Red Blend
15242,38.0,90,36.78122437966355,0.51,Bordeaux-style Red Blend
15243,38.0,90,40.0,0.27,Bordeaux-style Red Blend
15244,39.0,90,60.0,0.09,Zinfandel
15245,39.0,90,60.0,0.42,Riesling
15246,39.0,90,48.0,0.09,Pinot Noir
15247,39.0,90,20.0,-0.02,Cabernet Sauvignon
15248,37.0,90,36.78122437966355,-0.1,Sangiovese
15249,34.0,90,34.0,0.07,Tempranillo
15250,39.0,90,150.0,0.05,Cabernet Sauvignon
15251,37.0,90,25.0,0.19,Sangiovese
15252,39.0,90,30.0,-0.01,Chardonnay
15253,39.0,90,40.0,0.19,Bordeaux-style Red Blend
15254,37.0,90,20.0,0.13,Red Blend
15255,37.0,90,65.0,-0.2,Sangiovese
15256,39.0,91,28.0,-0.01,Syrah
15257,39.0,91,48.0,-0.0,Pinot Noir
15258,39.0,91,35.0,0.18,Cabernet Sauvignon
15259,30.0,91,19.0,0.24,Sauvignon Blanc
15260,30.0,91,15.0,0.39,Sauvignon Blanc
15261,38.0,91,93.0,0.22,Chardonnay
15262,39.0,91,55.0,0.05,Syrah
15263,39.0,91,25.0,0.45,Syrah
15264,38.0,91,48.0,0.33,Chardonnay
15265,37.0,91,37.0,0.38,Red Blend
15266,39.0,91,50.0,0.01,Cabernet Sauvignon
15267,35.0,91,70.0,0.57,Bordeaux-style Red Blend
15268,39.0,91,50.0,-0.03,Syrah
15269,37.0,91,65.0,0.2,Red Blend
15270,39.0,91,32.0,0.17,Red Blend
15271,39.0,91,40.0,0.13,Red Blend
15272,39.0,91,39.0,0.24,Chardonnay
15273,28.0,86,13.0,0.45,Sauvignon Blanc
15274,35.0,86,11.0,0.43,Sauvignon Blanc
15275,37.0,86,36.78122437966355,0.17,Sangiovese
15276,35.0,86,20.0,0.08,Pinot Noir
15277,35.0,86,14.0,0.1,Cabernet Sauvignon
15278,29.0,86,12.0,0.06,Sauvignon Blanc
15279,39.0,86,22.0,0.03,Red Blend
15280,37.0,86,36.78122437966355,0.24,Sangiovese
15281,39.0,86,38.0,0.13,Pinot Noir
15282,37.0,86,36.78122437966355,0.22,Sangiovese
15283,39.0,86,20.0,0.25,Pinot Noir
15284,39.0,86,50.0,-0.02,Pinot Noir
15285,35.0,86,15.0,0.4,Cabernet Sauvignon
15286,35.0,86,9.0,0.33,Cabernet Sauvignon
15287,37.0,86,36.78122437966355,0.01,Sangiovese
15288,39.0,86,24.0,0.1,Chardonnay
15289,37.0,86,16.0,0.29,Sangiovese
15290,39.0,86,15.0,0.21,Merlot
15291,39.0,86,21.0,0.26,Merlot
15292,39.0,86,28.0,0.16,Syrah
15293,37.0,86,17.0,0.33,Pinot Grigio
15294,39.0,86,30.0,0.05,Zinfandel
15295,35.0,86,12.0,0.04,Cabernet Sauvignon
15296,37.0,86,28.0,-0.17,Nebbiolo
15297,38.0,86,36.78122437966355,0.26,Bordeaux-style Red Blend
15298,29.0,86,13.0,0.36,Cabernet Sauvignon
15299,39.0,86,95.0,0.1,Cabernet Sauvignon
15300,39.0,86,23.0,0.11,Syrah
15301,35.0,86,14.0,-0.05,Chardonnay
15302,32.0,86,23.0,0.23,Grüner Veltliner
15303,39.0,86,38.0,0.21,White Blend
15304,33.0,86,25.0,0.09,Cabernet Sauvignon
15305,37.0,87,25.0,-0.08,Sangiovese
15306,38.0,87,15.0,0.3,Red Blend
15307,35.0,87,20.0,-0.1,Cabernet Sauvignon
15308,38.0,87,26.0,0.2,Chardonnay
15309,38.0,87,20.0,0.15,Pinot Noir
15310,39.0,87,20.0,0.1,White Blend
15311,37.0,87,30.0,0.09,Sangiovese
15312,30.0,87,30.0,0.06,Pinot Gris
15313,39.0,87,12.0,0.03,Red Blend
15314,37.0,87,50.0,0.25,Sangiovese
15315,37.0,87,25.0,0.22,Sangiovese
15316,39.0,87,15.0,0.3,Cabernet Sauvignon
15317,39.0,87,12.0,0.49,Pinot Noir
15318,38.0,87,28.0,0.1,Rosé
15319,17.0,87,17.0,-0.08,Malbec
15320,17.0,87,22.0,-0.21,Red Blend
15321,39.0,87,70.0,0.17,Red Blend
15322,37.0,87,30.0,0.01,Sangiovese
15323,37.0,87,24.0,0.1,Sangiovese
15324,39.0,87,25.0,0.16,Pinot Noir
15325,28.0,87,13.0,0.26,Rosé
15326,39.0,88,40.0,0.04,Syrah
15327,39.0,88,20.0,0.1,Red Blend
15328,39.0,88,25.0,0.29,Zinfandel
15329,37.0,88,50.0,-0.06,Cabernet Sauvignon
15330,39.0,88,20.0,0.28,Chardonnay
15331,38.0,88,15.0,0.34,Chardonnay
15332,39.0,88,20.0,0.23,Malbec
15333,34.0,87,25.0,0.26,Tempranillo
15334,38.0,87,36.78122437966355,0.22,Sauvignon Blanc
15335,33.0,87,7.0,0.16,Chardonnay
15336,38.0,87,14.0,0.1,Chardonnay
15337,39.0,87,47.0,-0.16,Red Blend
15338,29.0,87,16.0,0.15,Rosé
15339,39.0,87,28.0,-0.01,Merlot
15340,38.0,87,36.78122437966355,0.1,Sparkling Blend
15341,39.0,87,15.0,0.04,Cabernet Sauvignon
15342,39.0,87,38.0,0.2,Red Blend
15343,39.0,87,29.0,0.2,Sangiovese
15344,39.0,95,65.0,0.37,Pinot Noir
15345,31.0,94,92.0,-0.12,Riesling
15346,39.0,94,30.0,0.14,Syrah
15347,36.0,94,55.0,0.16,Portuguese Red
15348,31.0,94,52.0,0.16,Riesling
15349,39.0,94,65.0,0.5,Pinot Noir
15350,39.0,94,65.0,0.19,Pinot Noir
15351,39.0,94,45.0,0.26,Chardonnay
15352,38.0,94,80.0,0.18,Rhône-style Red Blend
15353,39.0,94,80.0,0.2,Pinot Noir
15354,31.0,94,42.0,0.2,Riesling
15355,39.0,94,36.0,0.16,Zinfandel
15356,39.0,94,55.0,-0.04,Pinot Noir
15357,36.0,94,73.0,0.07,Portuguese Red
15358,31.0,94,45.0,0.01,Riesling
15359,31.0,94,92.0,-0.1,Riesling
15360,39.0,94,45.0,0.32,Cabernet Sauvignon
15361,39.0,94,44.0,0.09,Pinot Noir
15362,39.0,94,33.0,0.33,Pinot Gris
15363,39.0,94,50.0,0.18,Pinot Noir
15364,39.0,94,65.0,0.32,Pinot Noir
15365,31.0,93,45.0,0.33,Riesling
15366,39.0,93,36.0,0.18,Zinfandel
15367,39.0,93,75.0,0.1,Pinot Noir
15368,39.0,93,19.0,0.23,Pinot Gris
15369,37.0,88,26.0,-0.05,Red Blend
15370,37.0,88,50.0,-0.06,Sangiovese
15371,37.0,88,23.0,0.23,Red Blend
15372,37.0,88,95.0,-0.02,Sangiovese
15373,38.0,88,18.0,0.14,Malbec
15374,36.0,88,30.0,0.17,Syrah
15375,39.0,88,25.0,0.41,Sauvignon Blanc
15376,39.0,88,50.0,0.09,Pinot Noir
15377,38.0,88,12.0,0.27,Red Blend
15378,38.0,88,23.0,0.08,Merlot
15379,38.0,88,28.0,0.25,Gamay
15380,39.0,88,72.0,0.2,Merlot
15381,39.0,88,32.0,0.0,Chardonnay
15382,37.0,88,25.0,0.13,Sangiovese
15383,39.0,88,25.0,0.18,Syrah
15384,39.0,88,16.0,0.53,Pinot Gris
15385,31.0,88,14.0,0.01,Riesling
15386,38.0,88,12.0,-0.03,Malbec
15387,39.0,87,24.0,0.06,Pinot Grigio
15388,37.0,87,19.0,0.12,Red Blend
15389,37.0,87,36.78122437966355,0.16,Red Blend
15390,36.0,87,10.0,0.08,Portuguese Red
15391,37.0,87,19.0,0.2,Red Blend
15392,37.0,87,26.0,0.11,Red Blend
15393,38.0,87,36.78122437966355,0.12,Gamay
15394,37.0,87,21.0,0.19,Red Blend
15395,36.0,87,15.0,-0.02,Portuguese Red
15396,39.0,88,18.0,0.18,Sauvignon Blanc
15397,39.0,88,58.0,0.12,Bordeaux-style Red Blend
15398,39.0,88,20.0,0.27,Zinfandel
15399,39.0,88,49.0,0.18,Bordeaux-style Red Blend
15400,39.0,88,21.0,0.22,Chardonnay
15401,37.0,88,40.0,0.23,Gewürztraminer
15402,39.0,88,16.0,0.24,Red Blend
15403,38.0,88,16.0,0.44,Sauvignon Blanc
15404,38.0,88,16.0,0.36,Sauvignon Blanc
15405,36.0,88,50.0,0.17,Portuguese Red
15406,37.0,88,27.0,0.36,Pinot Grigio
15407,39.0,88,24.0,0.17,Zinfandel
15408,39.0,88,26.0,0.14,Chardonnay
15409,37.0,88,21.0,0.03,Gewürztraminer
15410,35.0,88,16.0,0.18,Chardonnay
15411,39.0,88,42.0,0.13,Zinfandel
15412,39.0,89,80.0,-0.08,Cabernet Sauvignon
15413,29.0,89,22.0,-0.17,Chardonnay
15414,29.0,89,125.0,0.35,Bordeaux-style Red Blend
15415,39.0,89,25.0,0.21,Bordeaux-style Red Blend
15416,39.0,89,100.0,0.3,Cabernet Sauvignon
15417,26.0,89,35.0,0.09,Syrah
15418,37.0,89,22.0,-0.12,Red Blend
15419,39.0,89,85.0,0.03,Cabernet Sauvignon
15420,39.0,89,50.0,0.03,Cabernet Franc
15421,28.0,89,45.0,0.13,Chardonnay
15422,35.0,89,15.0,-0.08,Merlot
15423,39.0,89,28.0,0.29,Merlot
15424,39.0,89,42.0,0.43,Pinot Noir
15425,28.0,89,20.0,0.2,Chardonnay
15426,39.0,89,25.0,0.3,Bordeaux-style Red Blend
15427,39.0,89,39.0,0.1,Syrah
15428,26.0,89,20.0,0.4,Chardonnay
15429,39.0,86,10.0,0.26,Chardonnay
15430,35.0,86,11.0,0.3,Cabernet Sauvignon
15431,35.0,86,12.0,-0.06,Merlot
15432,36.0,86,7.0,0.02,Portuguese Red
15433,39.0,86,17.0,0.62,Chardonnay
15434,39.0,86,20.0,0.23,Chardonnay
15435,39.0,86,15.0,0.04,Cabernet Sauvignon
15436,39.0,86,17.0,0.48,Chardonnay
15437,39.0,86,135.0,-0.11,Cabernet Sauvignon
15438,39.0,86,14.0,0.09,Sparkling Blend
15439,39.0,86,14.0,0.19,Sparkling Blend
15440,37.0,86,65.0,-0.4,Sparkling Blend
15441,37.0,86,29.0,-0.15,Sparkling Blend
15442,35.0,86,10.0,0.1,Sauvignon Blanc
15443,35.0,86,14.0,-0.02,Sauvignon Blanc
15444,38.0,86,34.0,0.33,Champagne Blend
15445,39.0,86,18.0,0.2,Sauvignon Blanc
15446,38.0,86,35.0,0.1,Chardonnay
15447,39.0,86,25.0,0.0,Syrah
15448,39.0,86,40.0,0.32,Pinot Noir
15449,38.0,86,36.78122437966355,0.32,Sparkling Blend
15450,31.0,86,30.0,-0.08,Riesling
15451,39.0,86,20.0,0.14,Pinot Noir
15452,37.0,86,35.0,-0.12,Sparkling Blend
15453,39.0,86,40.0,0.12,Pinot Noir
15454,39.0,86,29.0,0.09,Chardonnay
15455,36.0,86,9.0,0.41,Portuguese White
15456,25.0,85,13.0,0.08,Cabernet Sauvignon
15457,27.0,85,25.0,0.11,Red Blend
15458,39.0,85,28.0,0.24,Sauvignon Blanc
15459,34.0,85,6.0,0.07,Tempranillo
15460,39.0,85,25.0,0.12,Chardonnay
15461,39.0,85,12.0,0.07,Pinot Gris
15462,39.0,85,29.0,0.14,Zinfandel
15463,34.0,85,11.0,0.19,Sauvignon Blanc
15464,37.0,85,16.0,0.41,Syrah
15465,34.0,85,9.0,0.01,Tempranillo
15466,37.0,85,36.78122437966355,-0.08,White Blend
15467,38.0,85,17.0,0.18,Bordeaux-style Red Blend
15468,39.0,85,30.0,0.18,Syrah
15469,33.0,87,14.0,-0.01,Cabernet Sauvignon
15470,38.0,87,44.0,0.31,Chardonnay
15471,39.0,87,37.0,0.42,Chardonnay
15472,37.0,87,22.0,0.23,Pinot Grigio
15473,38.0,87,11.0,0.35,Rosé
15474,39.0,87,24.0,0.21,Zinfandel
15475,39.0,87,65.0,0.45,Cabernet Sauvignon
15476,38.0,87,36.78122437966355,0.52,Chardonnay
15477,39.0,87,69.0,0.19,Cabernet Sauvignon
15478,37.0,87,15.0,0.62,Pinot Grigio
15479,39.0,87,20.0,0.36,Sauvignon Blanc
15480,39.0,87,9.0,0.65,Chardonnay
15481,33.0,87,15.0,0.27,Malbec
15482,28.0,87,24.0,0.02,Merlot
15483,39.0,85,13.0,0.28,Chardonnay
15484,31.0,85,28.0,0.53,Pinot Gris
15485,39.0,85,30.0,0.2,Cabernet Sauvignon
15486,39.0,85,14.0,0.29,Chardonnay
15487,39.0,85,10.0,0.44,Sauvignon Blanc
15488,39.0,85,19.0,0.14,Chardonnay
15489,37.0,85,6.0,-0.08,Sangiovese
15490,39.0,85,10.0,0.26,Merlot
15491,39.0,85,11.0,0.4,Chardonnay
15492,31.0,85,19.0,0.24,Pinot Gris
15493,36.0,85,9.0,0.43,Portuguese White
15494,36.0,85,12.0,0.54,Portuguese White
15495,38.0,85,25.0,0.12,Gewürztraminer
15496,34.0,85,15.0,0.14,White Blend
15497,31.0,85,32.0,0.35,Riesling
15498,39.0,85,18.0,0.19,Pinot Gris
15499,27.0,85,70.0,-0.11,Bordeaux-style Red Blend
15500,39.0,85,18.0,-0.16,Chardonnay
15501,27.0,85,45.0,0.09,Bordeaux-style Red Blend
15502,34.0,85,10.0,0.18,Tempranillo
15503,39.0,85,38.0,0.27,Cabernet Sauvignon
15504,39.0,85,14.0,0.12,White Blend
15505,39.0,85,14.0,0.42,Chardonnay
15506,34.0,85,10.0,0.19,Tempranillo
15507,34.0,85,14.0,0.18,Sauvignon Blanc
15508,37.0,85,110.0,0.41,Red Blend
15509,33.0,84,16.0,-0.17,Cabernet Sauvignon
15510,33.0,84,22.0,0.1,Pinot Noir
15511,39.0,84,10.0,0.2,Sauvignon Blanc
15512,33.0,84,13.0,0.0,Sparkling Blend
15513,38.0,84,36.78122437966355,0.22,Pinot Noir
15514,39.0,84,20.0,-0.11,Cabernet Sauvignon
15515,38.0,84,15.0,0.35,Rosé
15516,17.0,84,20.0,-0.01,Pinot Noir
15517,33.0,84,14.0,-0.11,Chardonnay
15518,37.0,84,25.0,-0.17,Sangiovese
15519,38.0,84,15.0,0.12,Pinot Noir
15520,33.0,84,15.0,-0.16,Malbec
15521,39.0,84,29.0,0.01,Red Blend
15522,33.0,84,17.0,0.05,Rosé
15523,39.0,83,12.0,0.21,Sparkling Blend
15524,33.0,83,11.0,0.28,Malbec
15525,33.0,83,14.0,-0.35,Malbec
15526,28.0,83,13.0,-0.09,Rosé
15527,33.0,83,12.0,-0.14,Malbec
15528,39.0,83,12.0,0.31,Sparkling Blend
15529,34.0,83,24.0,-0.13,Tempranillo
15530,9.0,83,10.0,0.16,Sparkling Blend
15531,39.0,91,35.0,0.04,Pinot Noir
15532,39.0,91,18.0,0.38,Pinot Gris
15533,29.0,90,20.0,0.02,Cabernet Sauvignon
15534,37.0,90,26.0,0.03,Red Blend
15535,37.0,90,150.0,0.0,Sangiovese
15536,37.0,90,110.0,0.02,Sangiovese
15537,39.0,90,35.0,0.28,Chardonnay
15538,39.0,90,45.0,0.15,Pinot Noir
15539,39.0,90,36.0,0.12,Pinot Noir
15540,37.0,90,125.0,-0.04,Sangiovese
15541,39.0,90,40.0,0.32,Red Blend
15542,37.0,90,35.0,0.2,Red Blend
15543,29.0,90,15.0,-0.05,Pinot Grigio
15544,37.0,90,45.0,-0.13,Red Blend
15545,39.0,90,65.0,0.1,Pinot Noir
15546,39.0,90,50.0,-0.06,Pinot Noir
15547,39.0,90,49.0,0.07,Pinot Noir
15548,37.0,90,95.0,-0.04,Merlot
15549,39.0,90,26.0,0.24,Pinot Noir
15550,37.0,90,60.0,-0.15,Sangiovese
15551,39.0,81,11.0,0.37,Riesling
15552,39.0,80,10.0,-0.06,Zinfandel
15553,33.0,80,14.0,-0.09,Malbec
15554,39.0,80,15.0,-0.06,Chardonnay
15555,39.0,80,15.0,0.08,Nebbiolo
15556,39.0,80,12.0,0.01,Zinfandel
15557,39.0,80,13.0,-0.14,Pinot Noir
15558,39.0,80,38.0,0.15,Rhône-style Red Blend
15559,39.0,80,18.0,-0.26,Syrah
15560,38.0,97,350.0,0.38,Chardonnay
15561,39.0,95,55.0,0.13,Cabernet Sauvignon
15562,39.0,95,50.0,0.17,Sparkling Blend
15563,39.0,95,85.0,0.25,Merlot
15564,38.0,95,80.0,0.21,Chardonnay
15565,39.0,95,72.0,0.36,Cabernet Sauvignon
15566,39.0,94,85.0,0.09,Cabernet Sauvignon
15567,38.0,94,61.0,0.27,Chardonnay
15568,38.0,94,62.0,0.14,Chardonnay
15569,32.0,94,58.0,0.17,Riesling
15570,39.0,94,70.0,0.11,Merlot
15571,39.0,94,90.0,0.34,Sparkling Blend
15572,38.0,89,18.0,0.12,Rhône-style Red Blend
15573,37.0,89,36.78122437966355,-0.06,Red Blend
15574,39.0,89,40.0,0.28,Zinfandel
15575,34.0,89,17.0,0.07,Tempranillo
15576,39.0,89,49.0,0.37,Cabernet Sauvignon
15577,34.0,89,42.0,0.0,Red Blend
15578,30.0,89,17.0,0.0,Sauvignon Blanc
15579,34.0,89,15.0,0.22,Red Blend
15580,39.0,89,20.0,0.26,Zinfandel
15581,38.0,89,20.0,0.08,Bordeaux-style Red Blend
15582,38.0,89,28.0,0.58,Bordeaux-style Red Blend
15583,38.0,89,24.0,0.18,Bordeaux-style Red Blend
15584,39.0,89,45.0,0.07,Pinot Noir
15585,34.0,89,25.0,0.07,Sparkling Blend
15586,39.0,89,18.0,0.3,Riesling
15587,36.0,90,28.0,0.68,Pinot Noir
15588,35.0,90,15.0,0.03,Sauvignon Blanc
15589,39.0,90,52.0,0.0,Pinot Noir
15590,39.0,90,19.0,0.17,Zinfandel
15591,36.0,90,10.0,0.09,Portuguese Red
15592,38.0,90,16.0,0.49,Bordeaux-style Red Blend
15593,38.0,90,26.0,0.2,Bordeaux-style White Blend
15594,38.0,90,20.0,0.25,Chardonnay
15595,38.0,90,36.78122437966355,0.34,Bordeaux-style Red Blend
15596,31.0,90,17.0,-0.1,Riesling
15597,39.0,90,35.0,0.21,Chardonnay
15598,39.0,90,30.0,0.37,Chardonnay
15599,39.0,90,95.0,0.22,Cabernet Sauvignon
15600,39.0,90,25.0,0.0,Tempranillo
15601,36.0,90,18.0,0.36,Portuguese Red
15602,36.0,90,20.0,0.5,Portuguese Red
15603,39.0,90,35.0,0.02,Pinot Noir
15604,39.0,90,24.0,0.13,Cabernet Sauvignon
15605,39.0,90,50.0,0.22,Pinot Noir
15606,39.0,90,50.0,0.08,Pinot Noir
15607,38.0,84,36.78122437966355,0.33,Bordeaux-style White Blend
15608,39.0,84,22.0,0.24,Sangiovese
15609,37.0,84,11.0,0.24,Sangiovese
15610,34.0,84,11.0,-0.01,Tempranillo
15611,39.0,84,15.0,0.08,Chardonnay
15612,39.0,84,18.0,0.28,Chardonnay
15613,39.0,84,22.0,0.07,Sangiovese
15614,39.0,84,59.0,-0.36,Cabernet Sauvignon
15615,27.0,84,38.0,-0.11,Cabernet Sauvignon
15616,36.0,84,32.0,0.37,Portuguese Red
15617,38.0,84,21.0,0.42,Bordeaux-style White Blend
15618,34.0,84,15.0,0.08,Tempranillo
15619,39.0,84,39.0,0.33,Cabernet Sauvignon
15620,39.0,84,24.0,0.02,Pinot Noir
15621,39.0,84,18.0,-0.06,Chardonnay
15622,39.0,84,14.0,-0.1,Malbec
15623,39.0,84,13.0,0.35,Riesling
15624,38.0,83,24.0,0.06,Bordeaux-style Red Blend
15625,36.0,83,7.0,0.23,Portuguese Red
15626,39.0,83,16.0,0.3,Chardonnay
15627,36.0,83,36.78122437966355,0.17,Portuguese White
15628,39.0,83,32.0,-0.1,Cabernet Sauvignon
15629,39.0,83,15.0,0.23,Sangiovese
15630,39.0,83,45.0,0.1,Zinfandel
15631,36.0,85,7.0,0.12,Portuguese White
15632,33.0,85,17.0,-0.2,Pinot Noir
15633,38.0,85,14.0,0.25,Sauvignon Blanc
15634,36.0,85,13.0,0.15,Portuguese White
15635,36.0,85,13.0,0.35,Rosé
15636,38.0,85,18.0,-0.18,Red Blend
15637,38.0,85,17.0,0.41,Rosé
15638,38.0,85,12.0,0.36,Rosé
15639,39.0,85,25.0,-0.04,Malbec
15640,38.0,85,12.0,0.19,Pinot Noir
15641,38.0,85,10.0,0.33,Rosé
15642,38.0,85,10.0,0.44,Rosé
15643,36.0,85,11.0,0.31,Rosé
15644,33.0,85,10.0,0.36,Sauvignon Blanc
15645,39.0,85,39.0,0.33,Sparkling Blend
15646,38.0,85,11.0,0.1,Rosé
15647,37.0,85,36.78122437966355,-0.09,Nebbiolo
15648,36.0,85,7.0,0.33,Portuguese Red
15649,38.0,85,25.0,0.13,Rosé
15650,38.0,85,10.0,0.3,Rosé
15651,29.0,85,20.0,0.43,Rosé
15652,39.0,85,30.0,-0.24,Cabernet Sauvignon
15653,38.0,84,15.0,0.53,Sauvignon Blanc
15654,38.0,84,36.78122437966355,0.25,Sauvignon Blanc
15655,38.0,84,12.0,0.49,Sauvignon Blanc
15656,36.0,84,13.0,0.38,Portuguese White
15657,39.0,88,50.0,0.08,Pinot Noir
15658,34.0,88,53.0,0.1,Chardonnay
15659,39.0,88,56.0,0.21,Cabernet Sauvignon
15660,34.0,88,17.0,0.11,Red Blend
15661,34.0,88,13.0,0.36,Red Blend
15662,34.0,88,20.0,0.23,Sparkling Blend
15663,36.0,88,36.78122437966355,0.25,Portuguese Red
15664,39.0,88,75.0,0.12,Cabernet Sauvignon
15665,38.0,88,17.0,0.21,Rhône-style Red Blend
15666,39.0,88,65.0,0.26,Bordeaux-style Red Blend
15667,39.0,88,35.0,0.16,Syrah
15668,38.0,92,65.0,0.36,Chardonnay
15669,39.0,92,40.0,0.1,Chardonnay
15670,37.0,92,55.0,0.12,Nebbiolo
15671,27.0,92,32.0,0.19,Cabernet Sauvignon
15672,33.0,92,39.0,0.05,Bordeaux-style Red Blend
15673,37.0,92,43.0,-0.15,Nebbiolo
15674,39.0,92,34.0,0.5,Zinfandel
15675,39.0,92,45.0,-0.13,Pinot Noir
15676,31.0,92,36.78122437966355,0.36,Riesling
15677,33.0,92,75.0,0.03,Malbec
15678,38.0,92,100.0,-0.1,Pinot Noir
15679,39.0,92,60.0,0.36,Pinot Noir
15680,39.0,92,46.0,0.33,Chardonnay
15681,33.0,92,31.0,0.44,Malbec
15682,33.0,92,27.0,0.0,Malbec
15683,39.0,92,60.0,0.04,Pinot Noir
15684,36.0,92,36.78122437966355,0.24,Portuguese Red
15685,38.0,92,56.0,0.38,Pinot Noir
15686,37.0,92,50.0,0.14,Nebbiolo
15687,39.0,92,38.0,-0.1,Chardonnay
15688,37.0,92,60.0,0.06,Nebbiolo
15689,37.0,92,87.0,0.08,Nebbiolo
15690,37.0,92,67.0,0.12,Nebbiolo
15691,37.0,92,36.78122437966355,-0.14,Nebbiolo
15692,37.0,92,78.0,0.3,Nebbiolo
15693,39.0,91,36.0,0.43,Chardonnay
15694,39.0,91,22.0,0.39,Rosé
15695,39.0,91,60.0,-0.0,Pinot Noir
15696,39.0,91,48.0,-0.17,Syrah
15697,39.0,91,40.0,-0.01,Bordeaux-style Red Blend
15698,39.0,91,35.0,-0.1,Bordeaux-style Red Blend
15699,39.0,91,50.0,0.05,Bordeaux-style Red Blend
15700,39.0,91,35.0,0.2,Chardonnay
15701,39.0,91,38.0,0.28,Zinfandel
15702,37.0,91,56.0,0.18,Nebbiolo
15703,39.0,91,30.0,-0.11,Zinfandel
15704,39.0,91,45.0,0.0,Cabernet Sauvignon
15705,32.0,91,18.0,-0.12,Grüner Veltliner
15706,32.0,91,18.0,-0.14,Riesling
15707,32.0,91,16.0,-0.0,Grüner Veltliner
15708,39.0,91,50.0,0.28,Pinot Noir
15709,39.0,91,34.0,0.05,Chardonnay
15710,32.0,91,21.0,0.43,Grüner Veltliner
15711,39.0,91,175.0,0.01,Cabernet Sauvignon
15712,32.0,91,24.0,0.22,Grüner Veltliner
15713,39.0,91,45.0,0.1,Bordeaux-style Red Blend
15714,37.0,91,59.0,-0.12,Nebbiolo
15715,37.0,91,80.0,-0.12,Nebbiolo
15716,39.0,91,65.0,0.6,Syrah
15717,39.0,90,27.0,0.22,Red Blend
15718,39.0,90,48.0,0.12,Pinot Noir
15719,39.0,90,22.0,0.1,Merlot
15720,39.0,90,27.0,0.0,Pinot Noir
15721,39.0,90,40.0,0.23,Grüner Veltliner
15722,37.0,90,25.0,0.39,Sparkling Blend
15723,39.0,90,22.0,0.1,Rosé
15724,39.0,90,35.0,0.15,Chardonnay
15725,32.0,90,20.0,0.15,Riesling
15726,38.0,90,12.0,0.01,Rosé
15727,39.0,90,65.0,0.18,Cabernet Sauvignon
15728,32.0,90,27.0,0.17,Riesling
15729,39.0,90,24.0,0.38,Rosé
15730,25.0,90,18.0,0.12,White Blend
15731,39.0,90,90.0,0.14,Cabernet Sauvignon
15732,39.0,90,25.0,0.23,Sauvignon Blanc
15733,39.0,90,20.0,0.01,Pinot Noir
15734,39.0,90,50.0,0.0,Rhône-style Red Blend
15735,39.0,90,25.0,0.2,Chardonnay
15736,39.0,90,22.0,0.29,Cabernet Sauvignon
15737,39.0,90,35.0,0.03,Bordeaux-style Red Blend
15738,38.0,90,16.0,0.09,Rhône-style Red Blend
15739,34.0,90,36.78122437966355,-0.09,Tempranillo
15740,39.0,84,18.0,0.42,Merlot
15741,34.0,83,70.0,-0.1,Sparkling Blend
15742,33.0,83,30.0,-0.1,White Blend
15743,35.0,83,12.0,0.05,Cabernet Sauvignon
15744,34.0,83,17.0,-0.05,Sparkling Blend
15745,35.0,83,15.0,0.04,Merlot
15746,38.0,83,14.0,0.01,Sparkling Blend
15747,39.0,83,20.0,0.08,Zinfandel
15748,33.0,83,13.0,0.02,Cabernet Sauvignon
15749,35.0,83,27.0,0.13,Sauvignon Blanc
15750,35.0,83,45.0,-0.2,Sparkling Blend
15751,35.0,83,12.0,0.3,Sauvignon Blanc
15752,39.0,83,38.0,-0.1,Pinot Noir
15753,39.0,83,32.0,0.05,Rhône-style Red Blend
